2019-08-01 10:17:42.000000,-3.0,-3.0,-3.0
2019-08-01 10:17:42.031250,-9.0,-9.0,-9.0
2019-08-01 10:17:42.062500,-17.0,-17.0,-17.0
2019-08-01 10:17:42.093750,-17.0,-17.0,-17.0
2019-08-01 10:17:42.125000,-12.0,-12.0,-12.0
2019-08-01 10:17:42.156250,-15.0,-15.0,-15.0
2019-08-01 10:17:42.187500,-22.0,-22.0,-22.0
2019-08-01 10:17:42.218750,-78.0,-78.0,-78.0
2019-08-01 10:17:42.250000,6.0,6.0,6.0
2019-08-01 10:17:42.281250,35.0,35.0,35.0
2019-08-01 10:17:42.312500,-54.0,-54.0,-54.0
2019-08-01 10:17:42.343750,-75.0,-75.0,-75.0
2019-08-01 10:17:42.375000,-40.0,-40.0,-40.0
2019-08-01 10:17:42.406250,-57.0,-57.0,-57.0
2019-08-01 10:17:42.437500,-72.0,-72.0,-72.0
2019-08-01 10:17:42.468750,-55.0,-55.0,-55.0
2019-08-01 10:17:42.500000,-72.0,-72.0,-72.0
2019-08-01 10:17:42.531250,-65.0,-65.0,-65.0
2019-08-01 10:17:42.562500,-56.0,-56.0,-56.0
2019-08-01 10:17:42.593750,-49.0,-49.0,-49.0
2019-08-01 10:17:42.625000,-56.0,-56.0,-56.0
2019-08-01 10:17:42.656250,-63.0,-63.0,-63.0
2019-08-01 10:17:42.687500,-65.0,-65.0,-65.0
2019-08-01 10:17:42.718750,-66.0,-66.0,-66.0
2019-08-01 10:17:42.750000,-15.0,-15.0,-15.0
2019-08-01 10:17:42.781250,-26.0,-26.0,-26.0
2019-08-01 10:17:42.812500,-75.0,-75.0,-75.0
2019-08-01 10:17:42.843750,-97.0,-97.0,-97.0
2019-08-01 10:17:42.875000,-53.0,-53.0,-53.0
2019-08-01 10:17:42.906250,-11.0,-11.0,-11.0
2019-08-01 10:17:42.937500,-52.0,-52.0,-52.0
2019-08-01 10:17:42.968750,-95.0,-95.0,-95.0
2019-08-01 10:17:43.000000,-72.0,-72.0,-72.0
2019-08-01 10:17:43.031250,-58.0,-58.0,-58.0
2019-08-01 10:17:43.062500,-76.0,-76.0,-76.0
2019-08-01 10:17:43.093750,-128.0,-128.0,-128.0
2019-08-01 10:17:43.125000,-79.0,-79.0,-79.0
2019-08-01 10:17:43.156250,-50.0,-50.0,-50.0
2019-08-01 10:17:43.187500,-63.0,-63.0,-63.0
2019-08-01 10:17:43.218750,-58.0,-58.0,-58.0
2019-08-01 10:17:43.250000,-39.0,-39.0,-39.0
2019-08-01 10:17:43.281250,-9.0,-9.0,-9.0
2019-08-01 10:17:43.312500,-9.0,-9.0,-9.0
2019-08-01 10:17:43.343750,-1.0,-1.0,-1.0
